,X,Month,CrimeType ,CrimeDetails,CrimeCount,Borough
17797,17797,201209,Sexual Offences,Other Sexual,17,Croydon
17798,17798,201209,Theft & Handling,Theft Person,67,Croydon
17799,17799,201209,Criminal Damage,Criminal Damage To Dwelling,49,Croydon
17800,17800,201209,Burglary,Burglary In Other Buildings,93,Croydon
17801,17801,201209,Other Notifiable Offences,Other Notifiable,29,Croydon
17802,17802,201209,Theft & Handling,Theft From Shops,134,Croydon
17803,17803,201209,Criminal Damage,Criminal Damage To Motor Vehicle,98,Croydon
17804,17804,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,33,Croydon
17805,17805,201209,Violence Against The Person,Offensive Weapon,21,Croydon
17806,17806,201209,Violence Against The Person,Other Violence,5,Sutton
17807,17807,201209,Theft & Handling,Theft From Shops,49,Sutton
17808,17808,201209,Burglary,Burglary In Other Buildings,28,Sutton
17809,17809,201209,Criminal Damage,Criminal Damage To Motor Vehicle,32,Sutton
17810,17810,201209,Criminal Damage,Criminal Damage To Other Building,18,Sutton
17811,17811,201209,Drugs,Drug Trafficking,5,Sutton
17812,17812,201209,Robbery,Personal Property,25,Sutton
17813,17813,201209,Violence Against The Person,Wounding/GBH,9,Sutton
17814,17814,201209,Criminal Damage,Criminal Damage To Dwelling,20,Sutton
17815,17815,201209,Violence Against The Person,Assault With Injury,68,Sutton
17816,17816,201209,Robbery,Business Property,6,Sutton
17817,17817,201209,Criminal Damage,Other Criminal Damage,24,Sutton
17818,17818,201209,Fraud & Forgery,Other Fraud & Forgery,18,Sutton
17819,17819,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,11,Sutton
17820,17820,201209,Sexual Offences,Other Sexual,15,Sutton
17821,17821,201209,Violence Against The Person,Offensive Weapon,2,Sutton
17822,17822,201209,Violence Against The Person,Harassment,67,Sutton
17823,17823,201209,Fraud & Forgery,Counted Per Victim,28,Sutton
17824,17824,201209,Other Notifiable Offences,Other Notifiable,8,Sutton
17825,17825,201209,Theft & Handling,Theft Person,12,Sutton
17826,17826,201209,Violence Against The Person,Common Assault,63,Sutton
17827,17827,201209,Theft & Handling,Motor Vehicle Interference & Tampering,7,Sutton
17828,17828,201209,Theft & Handling,Handling Stolen Goods,1,Sutton
17829,17829,201209,Theft & Handling,Theft From Motor Vehicle,120,Sutton
17830,17830,201209,Theft & Handling,Other Theft,92,Sutton
17831,17831,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,15,Sutton
17832,17832,201209,Sexual Offences,Rape,1,Sutton
17833,17833,201209,Drugs,Possession Of Drugs,34,Sutton
17834,17834,201209,Burglary,Burglary In A Dwelling,83,Sutton
17835,17835,201210,Violence Against The Person,Offensive Weapon,3,Kensington and Chelsea
17836,17836,201210,Theft & Handling,Theft From Shops,125,Kensington and Chelsea
17837,17837,201210,Other Notifiable Offences,Going Equipped,3,Kensington and Chelsea
17838,17838,201210,Fraud & Forgery,Counted Per Victim,66,Kensington and Chelsea
17839,17839,201210,Drugs,Drug Trafficking,5,Kensington and Chelsea
17840,17840,201210,Sexual Offences,Other Sexual,15,Kensington and Chelsea
17841,17841,201210,Burglary,Burglary In Other Buildings,71,Kensington and Chelsea
17842,17842,201210,Theft & Handling,Other Theft,492,Kensington and Chelsea
17843,17843,201210,Theft & Handling,Handling Stolen Goods,2,Kensington and Chelsea
17844,17844,201210,Violence Against The Person,Assault With Injury,66,Kensington and Chelsea
17845,17845,201210,Violence Against The Person,Common Assault,56,Kensington and Chelsea
17846,17846,201210,Burglary,Burglary In A Dwelling,71,Kensington and Chelsea
17847,17847,201210,Drugs,Possession Of Drugs,108,Kensington and Chelsea
17848,17848,201210,Sexual Offences,Rape,8,Kensington and Chelsea
17849,17849,201210,Violence Against The Person,Harassment,75,Kensington and Chelsea
17850,17850,201210,Criminal Damage,Criminal Damage To Motor Vehicle,29,Kensington and Chelsea
17851,17851,201210,Robbery,Business Property,2,Kensington and Chelsea
17852,17852,201210,Other Notifiable Offences,Other Notifiable,5,Kensington and Chelsea
17853,17853,201210,Drugs,Other Drugs,3,Kensington and Chelsea
17854,17854,201210,Violence Against The Person,Wounding/GBH,14,Kensington and Chelsea
17855,17855,201210,Criminal Damage,Criminal Damage To Other Building,16,Kensington and Chelsea
17856,17856,201210,Theft & Handling,Motor Vehicle Interference & Tampering,10,Kensington and Chelsea
17857,17857,201210,Robbery,Personal Property,53,Kensington and Chelsea
17858,17858,201210,Theft & Handling,Theft Person,143,Kensington and Chelsea
17859,17859,201210,Theft & Handling,Theft From Motor Vehicle,119,Kensington and Chelsea
17860,17860,201210,Fraud & Forgery,Other Fraud & Forgery,43,Kensington and Chelsea
17861,17861,201210,Criminal Damage,Criminal Damage To Dwelling,21,Kensington and Chelsea
17862,17862,201210,Theft & Handling,Theft/Taking Of Pedal Cycle,82,Kensington and Chelsea
17863,17863,201210,Violence Against The Person,Other Violence,9,Kensington and Chelsea
17864,17864,201210,Theft & Handling,Theft/Taking Of Motor Vehicle,44,Kensington and Chelsea
17865,17865,201210,Criminal Damage,Other Criminal Damage,20,Kensington and Chelsea
17866,17866,201210,Violence Against The Person,Harassment,162,Westminster
17867,17867,201210,Other Notifiable Offences,Going Equipped,3,Westminster
17868,17868,201210,Fraud & Forgery,Other Fraud & Forgery,103,Westminster
17869,17869,201210,Theft & Handling,Theft Person,861,Westminster
17870,17870,201210,Theft & Handling,Motor Vehicle Interference & Tampering,9,Westminster
17871,17871,201210,Criminal Damage,Other Criminal Damage,36,Westminster
17872,17872,201210,Burglary,Burglary In Other Buildings,188,Westminster
17873,17873,201210,Robbery,Personal Property,251,Westminster
17874,17874,201210,Criminal Damage,Criminal Damage To Other Building,36,Westminster
17875,17875,201210,Burglary,Burglary In A Dwelling,108,Westminster
17876,17876,201210,Theft & Handling,Other Theft,1561,Westminster
17877,17877,201210,Violence Against The Person,Offensive Weapon,9,Westminster
17878,17878,201210,Sexual Offences,Other Sexual,28,Westminster
17879,17879,201210,Robbery,Business Property,8,Westminster
17880,17880,201210,Drugs,Drug Trafficking,10,Westminster
17881,17881,201210,Theft & Handling,Theft From Motor Vehicle,192,Westminster
17882,17882,201210,Drugs,Other Drugs,3,Westminster
17883,17883,201210,Violence Against The Person,Other Violence,29,Westminster
17884,17884,201210,Theft & Handling,Theft/Taking Of Pedal Cycle,134,Westminster
17885,17885,201210,Violence Against The Person,Assault With Injury,194,Westminster
17886,17886,201210,Violence Against The Person,Common Assault,182,Westminster
17887,17887,201210,Other Notifiable Offences,Other Notifiable,48,Westminster
17888,17888,201210,Criminal Damage,Criminal Damage To Motor Vehicle,49,Westminster
17889,17889,201210,Theft & Handling,Theft/Taking Of Motor Vehicle,51,Westminster
17890,17890,201210,Theft & Handling,Handling Stolen Goods,6,Westminster
17891,17891,201210,Theft & Handling,Theft From Shops,371,Westminster
17892,17892,201210,Fraud & Forgery,Counted Per Victim,163,Westminster
17893,17893,201210,Criminal Damage,Criminal Damage To Dwelling,23,Westminster
17894,17894,201210,Violence Against The Person,Wounding/GBH,24,Westminster
17895,17895,201210,Sexual Offences,Rape,12,Westminster
17896,17896,201210,Drugs,Possession Of Drugs,246,Westminster
17897,17897,201210,Criminal Damage,Criminal Damage To Motor Vehicle,59,Camden
17898,17898,201210,Theft & Handling,Theft/Taking Of Pedal Cycle,137,Camden
17899,17899,201210,Sexual Offences,Other Sexual,29,Camden
17900,17900,201210,Drugs,Other Drugs,3,Camden
17901,17901,201210,Violence Against The Person,Other Violence,15,Camden
17902,17902,201210,Robbery,Business Property,3,Camden
17903,17903,201210,Sexual Offences,Rape,17,Camden
17904,17904,201210,Other Notifiable Offences,Other Notifiable,23,Camden
17905,17905,201210,Criminal Damage,Criminal Damage To Other Building,25,Camden
17906,17906,201210,Violence Against The Person,Offensive Weapon,9,Camden
17907,17907,201210,Violence Against The Person,Assault With Injury,127,Camden
17908,17908,201210,Burglary,Burglary In A Dwelling,86,Camden
17909,17909,201210,Theft & Handling,Theft From Motor Vehicle,166,Camden
17910,17910,201210,Theft & Handling,Theft Person,401,Camden
17911,17911,201210,Robbery,Personal Property,81,Camden
17912,17912,201210,Criminal Damage,Other Criminal Damage,42,Camden
17913,17913,201210,Drugs,Possession Of Drugs,142,Camden
17914,17914,201210,Fraud & Forgery,Other Fraud & Forgery,56,Camden
17915,17915,201210,Violence Against The Person,Harassment,131,Camden
17916,17916,201210,Theft & Handling,Motor Vehicle Interference & Tampering,18,Camden
17917,17917,201210,Theft & Handling,Theft From Shops,109,Camden
17918,17918,201210,Violence Against The Person,Wounding/GBH,18,Camden
17919,17919,201210,Fraud & Forgery,Counted Per Victim,98,Camden
17920,17920,201210,Theft & Handling,Other Theft,658,Camden
17921,17921,201210,Criminal Damage,Criminal Damage To Dwelling,30,Camden
17922,17922,201210,Theft & Handling,Handling Stolen Goods,9,Camden
17923,17923,201210,Theft & Handling,Theft/Taking Of Motor Vehicle,68,Camden
17924,17924,201210,Burglary,Burglary In Other Buildings,120,Camden
17925,17925,201210,Drugs,Drug Trafficking,7,Camden
17926,17926,201210,Violence Against The Person,Common Assault,99,Camden
17927,17927,201210,Fraud & Forgery,Other Fraud & Forgery,36,Hammersmith and Fulham
17928,17928,201210,Robbery,Business Property,5,Hammersmith and Fulham
17929,17929,201210,Violence Against The Person,Harassment,93,Hammersmith and Fulham
17930,17930,201210,Criminal Damage,Other Criminal Damage,20,Hammersmith and Fulham
17931,17931,201210,Drugs,Drug Trafficking,9,Hammersmith and Fulham
17932,17932,201210,Theft & Handling,Motor Vehicle Interference & Tampering,16,Hammersmith and Fulham
17933,17933,201210,Other Notifiable Offences,Going Equipped,2,Hammersmith and Fulham
17934,17934,201210,Robbery,Personal Property,62,Hammersmith and Fulham
17935,17935,201210,Theft & Handling,Theft/Taking Of Pedal Cycle,151,Hammersmith and Fulham
17936,17936,201210,Theft & Handling,Theft Person,127,Hammersmith and Fulham
17937,17937,201210,Violence Against The Person,Assault With Injury,93,Hammersmith and Fulham
17938,17938,201210,Other Notifiable Offences,Other Notifiable,21,Hammersmith and Fulham
17939,17939,201210,Burglary,Burglary In Other Buildings,40,Hammersmith and Fulham
17940,17940,201210,Criminal Damage,Criminal Damage To Motor Vehicle,51,Hammersmith and Fulham
17941,17941,201210,Theft & Handling,Theft From Motor Vehicle,192,Hammersmith and Fulham
17942,17942,201210,Criminal Damage,Criminal Damage To Other Building,11,Hammersmith and Fulham
17943,17943,201210,Violence Against The Person,Other Violence,13,Hammersmith and Fulham
17944,17944,201210,Violence Against The Person,Wounding/GBH,9,Hammersmith and Fulham
17945,17945,201210,Violence Against The Person,Offensive Weapon,5,Hammersmith and Fulham
17946,17946,201210,Sexual Offences,Other Sexual,18,Hammersmith and Fulham
17947,17947,201210,Theft & Handling,Other Theft,285,Hammersmith and Fulham
17948,17948,201210,Burglary,Burglary In A Dwelling,97,Hammersmith and Fulham
17949,17949,201210,Sexual Offences,Rape,16,Hammersmith and Fulham
17950,17950,201210,Violence Against The Person,Murder,1,Hammersmith and Fulham
17951,17951,201210,Theft & Handling,Theft From Shops,120,Hammersmith and Fulham
17952,17952,201210,Criminal Damage,Criminal Damage To Dwelling,18,Hammersmith and Fulham
17953,17953,201210,Theft & Handling,Handling Stolen Goods,13,Hammersmith and Fulham
17954,17954,201210,Theft & Handling,Theft/Taking Of Motor Vehicle,52,Hammersmith and Fulham
17955,17955,201210,Drugs,Possession Of Drugs,140,Hammersmith and Fulham
17956,17956,201210,Fraud & Forgery,Counted Per Victim,76,Hammersmith and Fulham
17957,17957,201210,Violence Against The Person,Common Assault,124,Hammersmith and Fulham
17958,17958,201210,Fraud & Forgery,Counted Per Victim,79,Hackney
17959,17959,201210,Theft & Handling,Theft From Shops,61,Hackney
17960,17960,201210,Other Notifiable Offences,Going Equipped,2,Hackney
17961,17961,201210,Criminal Damage,Criminal Damage To Motor Vehicle,50,Hackney
17962,17962,201210,Sexual Offences,Other Sexual,21,Hackney
17963,17963,201210,Theft & Handling,Theft Person,321,Hackney
17964,17964,201210,Drugs,Drug Trafficking,12,Hackney
17965,17965,201210,Fraud & Forgery,Other Fraud & Forgery,39,Hackney
17966,17966,201210,Violence Against The Person,Wounding/GBH,31,Hackney
17967,17967,201210,Criminal Damage,Other Criminal Damage,37,Hackney
17968,17968,201210,Violence Against The Person,Offensive Weapon,10,Hackney
17969,17969,201210,Theft & Handling,Motor Vehicle Interference & Tampering,26,Hackney
17970,17970,201210,Other Notifiable Offences,Other Notifiable,24,Hackney
17971,17971,201210,Burglary,Burglary In Other Buildings,94,Hackney
17972,17972,201210,Theft & Handling,Other Theft,355,Hackney
17973,17973,201210,Burglary,Burglary In A Dwelling,140,Hackney
17974,17974,201210,Robbery,Personal Property,103,Hackney
17975,17975,201210,Theft & Handling,Handling Stolen Goods,1,Hackney
17976,17976,201210,Criminal Damage,Criminal Damage To Other Building,13,Hackney
17977,17977,201210,Violence Against The Person,Common Assault,146,Hackney
17978,17978,201210,Criminal Damage,Criminal Damage To Dwelling,49,Hackney
17979,17979,201210,Violence Against The Person,Other Violence,26,Hackney
17980,17980,201210,Sexual Offences,Rape,7,Hackney
17981,17981,201210,Theft & Handling,Theft/Taking Of Pedal Cycle,177,Hackney
17982,17982,201210,Violence Against The Person,Assault With Injury,151,Hackney
17983,17983,201210,Violence Against The Person,Harassment,160,Hackney
17984,17984,201210,Drugs,Other Drugs,2,Hackney
17985,17985,201210,Drugs,Possession Of Drugs,156,Hackney
17986,17986,201210,Theft & Handling,Theft/Taking Of Motor Vehicle,65,Hackney
17987,17987,201210,Theft & Handling,Theft From Motor Vehicle,204,Hackney
17988,17988,201210,Robbery,Business Property,6,Hackney
17989,17989,201210,Theft & Handling,Handling Stolen Goods,3,Tower Hamlets
17990,17990,201210,Robbery,Personal Property,118,Tower Hamlets
17991,17991,201210,Theft & Handling,Theft From Motor Vehicle,167,Tower Hamlets
17992,17992,201210,Theft & Handling,Theft/Taking Of Motor Vehicle,96,Tower Hamlets
17993,17993,201210,Violence Against The Person,Other Violence,27,Tower Hamlets
17994,17994,201210,Criminal Damage,Criminal Damage To Dwelling,54,Tower Hamlets
17995,17995,201210,Violence Against The Person,Offensive Weapon,12,Tower Hamlets
17996,17996,201210,Criminal Damage,Criminal Damage To Motor Vehicle,62,Tower Hamlets
17997,17997,201210,Robbery,Business Property,6,Tower Hamlets
17998,17998,201210,Drugs,Possession Of Drugs,163,Tower Hamlets
17999,17999,201210,Violence Against The Person,Harassment,155,Tower Hamlets
18000,18000,201210,Sexual Offences,Rape,13,Tower Hamlets
18001,18001,201210,Theft & Handling,Theft/Taking Of Pedal Cycle,164,Tower Hamlets
18002,18002,201210,Burglary,Burglary In A Dwelling,139,Tower Hamlets
18003,18003,201210,Theft & Handling,Other Theft,385,Tower Hamlets
18004,18004,201210,Burglary,Burglary In Other Buildings,117,Tower Hamlets
18005,18005,201210,Fraud & Forgery,Other Fraud & Forgery,33,Tower Hamlets
18006,18006,201210,Theft & Handling,Motor Vehicle Interference & Tampering,10,Tower Hamlets
18007,18007,201210,Other Notifiable Offences,Going Equipped,1,Tower Hamlets
18008,18008,201210,Sexual Offences,Other Sexual,26,Tower Hamlets
18009,18009,201210,Other Notifiable Offences,Other Notifiable,28,Tower Hamlets
18010,18010,201210,Violence Against The Person,Common Assault,142,Tower Hamlets
18011,18011,201210,Drugs,Drug Trafficking,44,Tower Hamlets
18012,18012,201210,Violence Against The Person,Assault With Injury,168,Tower Hamlets
18013,18013,201210,Violence Against The Person,Wounding/GBH,28,Tower Hamlets
18014,18014,201210,Criminal Damage,Criminal Damage To Other Building,22,Tower Hamlets
18015,18015,201210,Criminal Damage,Other Criminal Damage,44,Tower Hamlets
18016,18016,201210,Theft & Handling,Theft Person,152,Tower Hamlets
18017,18017,201210,Fraud & Forgery,Counted Per Victim,74,Tower Hamlets
18018,18018,201210,Theft & Handling,Theft From Shops,63,Tower Hamlets
18019,18019,201210,Criminal Damage,Other Criminal Damage,38,Waltham Forest
18020,18020,201210,Fraud & Forgery,Counted Per Victim,120,Waltham Forest
18021,18021,201210,Theft & Handling,Theft From Shops,61,Waltham Forest
18022,18022,201210,Fraud & Forgery,Other Fraud & Forgery,29,Waltham Forest
18023,18023,201210,Burglary,Burglary In Other Buildings,74,Waltham Forest
18024,18024,201210,Theft & Handling,Other Theft,252,Waltham Forest
18025,18025,201210,Theft & Handling,Theft/Taking Of Pedal Cycle,52,Waltham Forest
18026,18026,201210,Burglary,Burglary In A Dwelling,182,Waltham Forest
18027,18027,201210,Violence Against The Person,Common Assault,99,Waltham Forest
18028,18028,201210,Criminal Damage,Criminal Damage To Motor Vehicle,51,Waltham Forest
